"Name","Color Identity","Times Seen","Times Picked","Pick Rate","Avg Pick Position","Wheel Count","P1P1 Count","Elo"
"Pteramander","U","3774","371","0.098","10.17","264","0","1256.2654469486629"
"Hexavus","","4071","400","0.098","10.18","302","0","1203.9374997015937"
"Town Gossipmonger","RW","4045","397","0.098","10.19","280","0","1133.0293572293076"
"Lazav, the Multifarious","BU","3875","380","0.098","10.20","249","0","1181.7539348508942"
"Null Elemental Blast","","3798","372","0.098","10.21","284","0","1158.0701154303524"
"Nebelgast Herald","U","3839","376","0.098","10.21","273","0","1218.9801009891216"
"Gryff's Boon","W","4013","393","0.098","10.21","280","0","1157.7276034345327"
"Shattering Spree","R","3842","376","0.098","10.22","265","0","1201.4311685371265"
"Geistlight Snare","U","3816","373","0.098","10.23","268","0","1224.0214364334206"
"Cloudstone Curio","","4010","391","0.098","10.26","307","5","1339.6956200108825"
"Snow-Covered Wastes","","3911","381","0.097","10.27","294","0","1014.5529439728723"
"Golgari Thug","B","4113","399","0.097","10.31","277","0","1231.680877689233"
"Terastodon","G","4145","401","0.097","10.34","271","0","1247.043037465959"
"Balefire Dragon","R","3898","377","0.097","10.34","282","0","1295.565625234494"
"Bojuka Bog","B","4170","403","0.097","10.35","295","0","1218.3487512082017"
"Ancestral Anger","R","4099","396","0.097","10.35","277","0","1223.0521251076539"
"Shenanigans","R","3947","381","0.097","10.36","276","0","1240.5054586997971"
"Prime Speaker Zegana","GU","3897","376","0.096","10.36","248","0","1206.4753214413922"
"Fatestitcher","U","3908","377","0.096","10.37","272","0","1230.588886387943"
"Quietus Spike","","3702","357","0.096","10.37","280","0","1223.492599940807"
"Liquimetal Coating","","3884","374","0.096","10.39","299","0","1234.7251496077122"
"Corpse Connoisseur","B","3939","379","0.096","10.39","269","0","1183.3749271291485"
"Urza's Ruinous Blast","W","4334","417","0.096","10.39","311","0","1111.8105844789359"
"Skoa, Embermage","R","3888","374","0.096","10.40","266","0","1233.7202991065158"
"March of Progress","U","3754","361","0.096","10.40","286","0","1207.0251655300412"
"Crawl from the Cellar","B","3901","375","0.096","10.40","269","0","1218.538913786727"
"Munitions Expert","BR","4122","396","0.096","10.41","265","0","1208.579927839839"
"Animist's Might","G","4071","390","0.096","10.44","276","0","1251.326350941406"
"Resurgent Belief","W","4044","387","0.096","10.45","281","0","1213.869098168163"
"Geier Reach Bandit","R","4175","399","0.096","10.46","298","0","1248.4897874356886"
"Alchemist's Greeting","R","3958","378","0.096","10.47","269","0","1255.7636020821265"
"Field of Ruin","","4013","383","0.095","10.48","306","0","1163.6549927031263"
"Dreamstone Hedron","","3921","374","0.095","10.48","294","0","1265.9840712395708"
"Ravenous Rotbelly","B","4240","404","0.095","10.50","296","0","1226.384723348723"
"Galvanic Relay","R","3955","376","0.095","10.52","267","0","1201.6451900853913"
"Mirrorworks","","3978","378","0.095","10.52","295","0","1196.432784399916"
"Jolrael, Voice of Zhalfir","GU","4115","391","0.095","10.52","279","1","1234.4129643389972"
"Myriad Landscape","","4137","393","0.095","10.53","314","0","1341.4988884635518"
"Ramos, Dragon Engine","BGRUW","4129","392","0.095","10.53","295","7","1217.4811608309433"
"Golgari Grave-Troll","G","4056","385","0.095","10.54","264","16","1236.028191338563"
"Nekusar, the Mindrazer","BRU","4415","419","0.095","10.54","314","67","1214.3334677804246"
"Journeyer's Kite","","3908","370","0.095","10.56","302","0","1224.588726268152"
"Crusader of Odric","W","4048","383","0.095","10.57","281","0","1146.1929129640173"
"Calibrated Blast","R","4240","401","0.095","10.57","302","0","1210.5913463437957"
"Summary Dismissal","U","4138","391","0.094","10.58","308","0","1184.8764463579664"
"Dragon's Hoard","","4444","419","0.094","10.61","329","0","1229.588060808139"
"Damping Sphere","","3776","356","0.094","10.61","288","0","1223.8457800648487"
"Woodland Cemetery","BG","4015","378","0.094","10.62","266","0","1237.682312004632"
"Pariah's Shield","","4071","383","0.094","10.63","310","1","1235.7506337056655"
"Mishra's Foundry","","4139","389","0.094","10.64","308","0","1220.8287496519586"
"Copy Enchantment","U","4112","386","0.094","10.65","303","0","1226.850056415618"
"Havengul Lich","BU","4179","392","0.094","10.66","284","0","1150.8836842514525"
"Gruul Guildgate","GR","4130","387","0.094","10.67","272","0","1175.4871139385416"
"Sphere of Safety","W","4093","383","0.094","10.69","293","0","1226.1415005626702"
"Restless Bloodseeker","B","4157","388","0.093","10.71","295","0","1201.066388334809"
"Caged Sun","","3957","369","0.093","10.72","310","0","1186.010289204077"
"Cryptolith Fragment","","4002","373","0.093","10.73","304","0","1287.37091431153"
"Seize the Storm","R","4026","375","0.093","10.74","272","0","1183.8583154207463"
"Selesnya Guildgate","GW","4241","395","0.093","10.74","292","0","1192.1919380362076"
"Rot Hulk","B","4158","387","0.093","10.74","318","12","1207.4709899553231"
"Self-Assembler","","4020","374","0.093","10.75","310","0","1183.6930274351032"
"Rishadan Dockhand","U","4086","380","0.093","10.75","304","0","1257.3416267032187"
"Fa'adiyah Seer","G","4216","392","0.093","10.76","287","0","1196.5769154485347"
"Ghostway","W","4228","393","0.093","10.76","301","0","1166.8362184888929"
"Illusionist's Bracers","","3681","342","0.093","10.76","282","0","1303.6644541769608"
"Slimefoot, the Stowaway","BG","4102","381","0.093","10.77","277","0","1187.97108564137"
"Mesmeric Orb","","3945","366","0.093","10.78","295","2","1225.3354859170563"
"Vedalken Humiliator","U","4118","382","0.093","10.78","318","0","1187.7010520582091"
"Cackling Counterpart","U","3884","360","0.093","10.79","292","0","1254.2476248103444"
"Tawnos, Solemn Survivor","BUW","4262","395","0.093","10.79","322","2","1130.344602892259"
"Smoldering Werewolf","R","4275","396","0.093","10.80","288","0","1149.2775134530623"
"Deadwood Treefolk","G","4062","376","0.093","10.80","275","0","1220.8465846625638"
"Captivating Vampire","B","4138","383","0.093","10.80","295","0","1210.0209204125015"
"Experiment One","G","4282","396","0.092","10.81","289","0","1248.4954017363036"
"Grapple with the Past","G","4090","377","0.092","10.85","276","0","1253.82670381342"
"Tide Shaper","U","4600","424","0.092","10.85","327","0","1252.2971911239151"
"Undead Alchemist","U","4443","409","0.092","10.86","311","0","1201.7970506514334"
"Spider Spawning","BG","4061","373","0.092","10.89","269","3","1175.323372753603"
"Monstrous Vortex","G","3856","354","0.092","10.89","273","0","1157.395819810265"
"Vexing Sphinx","U","4058","372","0.092","10.91","299","0","1190.3689737261602"
"Neglected Heirloom","","4421","405","0.092","10.92","337","0","1156.5707492407485"
"Wretched Gryff","U","4133","378","0.091","10.93","312","0","1242.9807565809288"
"Varina, Lich Queen","BUW","4035","369","0.091","10.93","302","15","1204.8634003309717"
"Mesa Enchantress","W","4385","401","0.091","10.94","306","0","1188.9298104773936"
"Goblin Electromancer","RU","4485","410","0.091","10.94","293","0","1165.8895909496296"
"Teysa, Orzhov Scion","BW","4106","375","0.091","10.95","285","0","1128.4991192819004"
"Enter the Infinite","U","4172","381","0.091","10.95","325","4","1339.6308640388497"
"Cartel Aristocrat","BW","4440","405","0.091","10.96","305","0","1103.5617661879307"
"Goblin Charbelcher","","4161","379","0.091","10.98","307","4","1321.7589127348037"
"Prized Amalgam","BU","4218","384","0.091","10.98","293","0","1231.935380634948"
"Primal Prayers","G","4202","382","0.091","11.00","297","0","1245.729156182707"
"Gaea's Will","G","4082","371","0.091","11.00","295","0","1152.3104376264057"
"Past in Flames","R","4110","373","0.091","11.02","276","0","1272.637378662682"
"Hellkite Igniter","R","4078","370","0.091","11.02","296","0","1203.1629433154922"
"Lupine Prototype","","4255","386","0.091","11.02","325","0","1270.5539872937818"
"Niv-Mizzet, Parun","RU","4179","379","0.091","11.03","283","6","1279.4031643427074"
"Spectral Shepherd","UW","4247","385","0.091","11.03","297","0","1054.3393570758014"
"Biolume Egg","U","4159","376","0.090","11.06","308","1","1184.554102425022"
"Qasali Pridemage","GW","3775","341","0.090","11.07","268","0","1150.0741926428066"
"Mass Hysteria","R","4231","382","0.090","11.08","301","0","1169.2017975283422"
"Putrefy","BG","4364","394","0.090","11.08","303","0","1224.998176110568"
"Wastes","","4387","396","0.090","11.08","347","0","1149.6076137359414"
"Tidal Barracuda","U","4106","370","0.090","11.10","298","0","1284.9407607333694"
"Gauntlet of Power","","4301","387","0.090","11.11","336","0","1241.5716337743283"
"Bramble Wurm","G","4438","399","0.090","11.12","307","0","1252.5658864564382"
"Quicken","U","4240","381","0.090","11.13","298","0","1214.4393017245773"
"Tidespout Tyrant","U","4263","383","0.090","11.13","319","0","1255.1264283916573"
"Niv-Mizzet, the Firemind","RU","4233","380","0.090","11.14","300","1","1240.6915614693978"
"Well of Lost Dreams","","4394","394","0.090","11.15","333","0","1171.3768531970654"
"Glimpse of Tomorrow","R","4160","373","0.090","11.15","303","25","1201.9724756218438"
"Drift of Phantasms","U","3958","354","0.089","11.18","297","0","1213.050469794735"
"Secret Plans","GU","4531","405","0.089","11.19","305","2","1188.237952067668"
"Wandering Mind","RU","4320","386","0.089","11.19","294","0","1211.1689128067494"
"Gigantoplasm","U","4142","370","0.089","11.19","324","0","1208.728776056716"
"Sky Hussar","UW","4126","368","0.089","11.21","294","0","1162.4084766094797"
"Abundant Maw","B","4618","411","0.089","11.24","340","0","1145.7524158667495"
"Ramunap Ruins","R","4205","374","0.089","11.24","297","0","1198.6147247605734"
"Maze's End","","3969","353","0.089","11.24","265","20","1244.1643620583036"
"Voidslime","GU","4186","372","0.089","11.25","281","0","1178.6876625462826"
"Mind's Eye","","4345","386","0.089","11.26","334","0","1265.3064664227225"
"Chatterstorm","G","4045","359","0.089","11.27","279","0","1249.9584431389242"
"Master of the Pearl Trident","U","4375","388","0.089","11.28","312","2","1298.7935843030314"
"Rhythm of the Wild","GR","4164","369","0.089","11.28","289","2","1286.8608044923224"
"Covetous Castaway","U","4572","405","0.089","11.29","330","0","1248.4501285749177"
"Perilous Forays","G","4292","380","0.089","11.29","333","5","1165.5045742118175"
"Goblin Anarchomancer","GR","4322","382","0.088","11.31","288","0","1265.7988801326067"
"Butcher's Cleaver","","4175","369","0.088","11.31","317","0","1205.2984510668539"
"Mystic Retrieval","RU","4255","373","0.088","11.41","301","0","1148.678169903643"
"Tolsimir Wolfblood","GW","4603","402","0.087","11.45","325","9","1180.4391414598213"
"Soul Separator","","4296","375","0.087","11.46","328","0","1191.5502160741978"
"Ulvenwald Mysteries","G","3994","348","0.087","11.48","290","0","1200.0060101965032"
"Smelting Vat","","4433","386","0.087","11.48","343","9","1191.3477875774067"
"Demonic Taskmaster","B","4445","387","0.087","11.49","331","0","1157.7636970349004"
"Rakdos, Lord of Riots","BR","4266","371","0.087","11.50","297","0","1183.3726162112557"
"Demonmail Hauberk","","4406","383","0.087","11.50","345","0","1166.3744928995652"
"Golgari Guildgate","BG","4502","391","0.087","11.51","313","0","1189.876638195305"
"Weather the Storm","G","4261","368","0.086","11.58","311","0","1209.3206180108098"
"Crackling Drake","RU","4414","381","0.086","11.59","297","0","1228.1887612425587"
"Kudo, King Among Bears","GW","4557","393","0.086","11.60","322","0","1167.7921794322897"
"Soulcipher Board","U","4299","370","0.086","11.62","332","1","1171.4410226134098"
"Zur the Enchanter","BUW","4603","396","0.086","11.62","345","12","1165.5170723585718"
"Shrill Howler","G","4394","378","0.086","11.62","310","0","1225.6819893748702"
"Cloudfin Raptor","U","4112","353","0.086","11.65","300","0","1153.151239092276"
"Evolutionary Leap","G","4603","395","0.086","11.65","323","0","1220.7635087731294"
"Ovinize","U","4555","389","0.085","11.71","344","0","1169.8753760790873"
"Second Harvest","G","4500","384","0.085","11.72","317","0","1170.8351037291109"
"Splinterfright","G","4738","404","0.085","11.73","317","0","1237.9725065562498"
"Aberrant Researcher","U","4305","367","0.085","11.73","317","0","1222.5547099207251"
"Rakdos Charm","BR","4365","372","0.085","11.73","304","0","1133.4902811258025"
"Tiana, Ship's Caretaker","RW","4694","400","0.085","11.73","322","0","1122.2586139893076"
"Silhana Ledgewalker","G","4331","369","0.085","11.74","309","0","1250.0996268859228"
"Magewright's Stone","","4427","376","0.085","11.77","344","2","1163.5309391960784"
"Etchings of the Chosen","BW","4622","392","0.085","11.79","342","0","1179.263585678192"
"Vilespawn Spider","GU","4623","392","0.085","11.79","317","0","1129.0690298119523"
"Perilous Vault","","4340","368","0.085","11.79","330","0","1169.787188380423"
"Aeve, Progenitor Ooze","G","4352","369","0.085","11.79","313","3","1200.119281351787"
"Scale Up","G","4833","409","0.085","11.82","346","0","1199.6581602343688"
"Battle Hymn","R","4471","378","0.085","11.83","322","0","1241.17034015421"
"Noose Constrictor","G","4698","397","0.085","11.83","322","0","1243.798909561994"
"Temur Ascendancy","GRU","4379","370","0.084","11.84","292","0","1104.4570012931867"
"Hall of Heliod's Generosity","W","4583","387","0.084","11.84","339","0","1156.785781154519"
"Young Wolf","G","4491","378","0.084","11.88","312","0","1224.9290405721424"
"Slobad, Goblin Tinkerer","R","4385","369","0.084","11.88","323","0","1127.7121067103542"
"Seal of the Guildpact","","4466","375","0.084","11.91","344","5","1163.1191654840259"
"Miren, the Moaning Well","","4746","398","0.084","11.92","370","0","1106.2317251639558"
"Hamlet Captain","G","4333","363","0.084","11.94","313","0","1147.509150080255"
"Wild-Field Scarecrow","","4718","395","0.084","11.94","368","0","1227.3827801096018"
"Creeping Chill","B","4687","392","0.084","11.96","338","0","1185.286887091497"
"Boarded Window","","4482","374","0.083","11.98","345","1","1103.8157045489083"
"It of the Horrid Swarm","G","4688","390","0.083","12.02","343","0","1169.0633014354962"
"Buried Ruin","","4381","364","0.083","12.04","332","0","1172.7774443372728"
"Runechanter's Pike","","4605","382","0.083","12.05","347","0","1175.8607036696678"
"Borborygmos Enraged","GR","4933","409","0.083","12.06","352","0","1196.8810875121067"
"Garth One-Eye","BGRUW","4298","356","0.083","12.07","302","5","1186.5075994674971"
"Borrowed Hostility","R","4762","394","0.083","12.09","341","0","1183.506017706222"
"Time of Need","G","4714","390","0.083","12.09","337","0","1239.5270167907452"
"Lunarch Mantle","W","4783","395","0.083","12.11","360","0","1105.9976511861805"
"Pack Guardian","G","4713","388","0.082","12.15","327","0","1202.2899340673985"
"Ashnod the Uncaring","BRU","4752","391","0.082","12.15","361","9","1128.5316186424118"
"Mindleech Mass","BU","4769","392","0.082","12.17","357","0","1149.102388897314"
"Triskaidekaphobia","B","4517","371","0.082","12.18","330","0","1139.1880129815572"
"Hive Mind","U","4603","378","0.082","12.18","352","5","1209.0468489795244"
"Master of the Feast","B","4449","365","0.082","12.19","331","0","1220.2040358071013"
"Call of the Conclave","GW","4899","401","0.082","12.22","336","0","1199.4006126711943"
"Squirrel Sovereign","G","4481","366","0.082","12.24","318","2","1206.7692658650446"
"Lumberknot","G","4873","398","0.082","12.24","349","0","1193.4121886789055"
"Sigil of Valor","","4659","380","0.082","12.26","351","0","1102.8289850010024"
"Rosheen, Roaring Prophet","GR","4489","366","0.082","12.27","334","1","1174.3824215963803"
"Aeromoeba","U","4773","388","0.081","12.30","351","0","1123.4592234651243"
"Savra, Queen of the Golgari","BG","4608","374","0.081","12.32","316","0","1129.490032616031"
"Totally Lost","U","4776","387","0.081","12.34","365","0","1141.6646371988045"
"Lifecrafter's Bestiary","G","4943","398","0.081","12.42","362","0","1219.0419641244112"
"Radha, Heir to Keld","GR","4585","369","0.080","12.43","319","0","1192.2115415492563"
"Ghoultree","G","4926","396","0.080","12.44","339","0","1192.5835889706225"
"Rogue's Passage","","4794","385","0.080","12.45","369","0","1221.8978067734392"
"Muzzio, Visionary Architect","U","4595","369","0.080","12.45","350","1","1171.599429784537"
"The First Sliver","BGRUW","4857","390","0.080","12.45","364","7","1212.583797398214"
"Sisay, Weatherlight Captain","BGRUW","4989","400","0.080","12.47","363","5","1185.9171460635414"
"Cindervines","GR","4580","367","0.080","12.48","326","0","1103.574200754901"
"Llanowar Tribe","G","4645","371","0.080","12.52","316","0","1227.8974658514344"
"Master of Cruelties","BR","4623","369","0.080","12.53","337","1","1152.7084499436291"
"Galvanic Juggernaut","","4768","380","0.080","12.55","363","0","1147.2585111593944"
"Join the Dance","GW","4891","389","0.080","12.57","339","0","1128.2535849689277"
"Breath of Fury","R","4369","347","0.079","12.59","330","1","1212.4184310303822"
"One with the Machine","U","5153","409","0.079","12.60","388","0","1145.6824382723419"
"Lion Umbra","G","4895","386","0.079","12.68","344","0","1169.8597004034687"
"Loaming Shaman","G","4997","393","0.079","12.72","351","0","1142.6667968469078"
"Grenzo, Dungeon Warden","BR","4701","369","0.078","12.74","331","0","1216.275313521647"
"Epic Experiment","RU","4808","377","0.078","12.75","341","0","1132.8148190181244"
"Sword of the Paruns","","4714","369","0.078","12.78","351","0","1201.6195632710737"
"Carth the Lion","BG","4728","370","0.078","12.78","337","16","1158.272128219001"
"Travel Preparations","GW","5103","399","0.078","12.79","356","0","1213.044085431107"
"Arch of Orazca","","4876","381","0.078","12.80","370","0","1187.706800890825"
"Angel's Tomb","","5198","405","0.078","12.83","393","0","1116.0515878085218"
"Stitch in Time","RU","4786","371","0.078","12.90","350","0","1203.87848734244"
"Karn's Bastion","","4818","373","0.077","12.92","365","0","1215.3891708463857"
"Become Immense","G","4643","359","0.077","12.93","332","0","1142.8417530028141"
"Shambling Shell","BG","4795","369","0.077","12.99","327","0","1152.890063613851"
"Blazing Archon","W","4867","374","0.077","13.01","367","0","1195.474103532339"
"Mishra, Eminent One","BRU","4584","352","0.077","13.02","341","0","1126.7573745671048"
"Reliquary Tower","","5138","394","0.077","13.04","388","0","1190.4488811730916"
"The Surgical Bay","U","4812","369","0.077","13.04","356","0","1227.2977029476287"
"Halimar Depths","U","5027","385","0.077","13.06","370","0","1173.9089625406937"
"Moldervine Cloak","G","5047","385","0.076","13.11","355","0","1153.5265906710429"
"Access Tunnel","","5009","380","0.076","13.18","370","0","1135.9026394182918"
"Door to Nothingness","BGRUW","5349","404","0.076","13.24","373","0","1132.8877733685724"
"Piru, the Volatile","BRW","4868","367","0.075","13.26","357","0","1142.0622259096872"
"Grizzled Angler","U","4820","363","0.075","13.28","355","0","1136.8534063916536"
"Unclaimed Territory","","4993","375","0.075","13.31","373","0","1292.755436618169"
"Narcomoeba","U","5186","387","0.075","13.40","370","0","1223.3460188606093"
"Nesting Grounds","","5223","388","0.074","13.46","384","0","1093.394917905837"
"Blighted Woodland","G","5543","411","0.074","13.49","388","0","1210.618694465375"
"Haunted Fengraf","","5467","402","0.074","13.60","398","0","1167.2063192217292"
"Glimmer Bairn","G","5006","368","0.074","13.60","352","0","1078.3456534395464"
"Wild Hunger","GR","5639","390","0.069","14.46","386","0","1047.3220599184226"
